0	1
blatant hypocrisy	Loaded_Language
“Dirty Bomber”	Name_Calling,Labeling
arrogant	Name_Calling,Labeling
jealous	Name_Calling,Labeling
selfish	Name_Calling,Labeling
spiteful	Name_Calling,Labeling
greedy	Name_Calling,Labeling
cursed	Name_Calling,Labeling
apes and swine	Name_Calling,Labeling
perverted transgressors	Name_Calling,Labeling
venomous	Loaded_Language
under divine displeasure	Loaded_Language
barking	Loaded_Language
Failure to do so exposes the party’s liberal agenda as a sham	Black-and-White_Fallacy
Anti-Gay	Name_Calling,Labeling
This may seem an innocent mistake on the imam’s part, but his actions against the gay community and sinister views are anything but	Doubt
white supremacist	Name_Calling,Labeling
a man to believe in!”	Slogans
a paedophile priest	Name_Calling,Labeling
"tired of fighting, crying and suffering,"""	Loaded_Language
doing all the dirty work	Loaded_Language
don't be like the others	Appeal_to_fear-prejudice
disgraced predecessor	Name_Calling,Labeling
paedophile priests	Name_Calling,Labeling
dramatically disrupted	Loaded_Language
horror of having experienced this abuse and how I wanted to kill myself	Loaded_Language
the three bishops solemnly professed	Loaded_Language
in defense of the sanctity and the indissolubility of marriage	Loaded_Language
will proclaim, with all clarity, unambiguity and beauty, the sanctity of marriage, and of the family, and of the Eucharist,”	Loaded_Language
a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”	Loaded_Language
I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,”	Appeal_to_Authority
Would a Republican get a pass on meeting with a racist hate group leader? Obviously not	Flag-Waving
Don't expect it to condemn Rep. Davis' comments. He was just saying what most of them think	Causal_Oversimplification
"Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”"	Bandwagon,Reductio_ad_hitlerum
"""Here come the Jews. They don't like Farrakhan, so they call me Hitler. Well, that's a good name. Hitler was a very great man."""	Bandwagon,Reductio_ad_hitlerum
Loving Anti-Semite	Name_Calling,Labeling
The media is very interested in racism	Whataboutism,Straw_Men,Red_Herring
Well, that's a good name. Hitler was a very great man	Thought-terminating_Cliches
Would a Republican get a pass on meeting with a racist hate group leader	Doubt
The media is happy to talk about anti-Semitism	Whataboutism,Straw_Men,Red_Herring
I refuse to contribute to the destruction of the Church	Loaded_Language
You destroyed the Church.”	Repetition
destroying the Church	Repetition
You have no authority to compose this schema, because it is a theological thesis and therefore within the competence of the Theological Commission.”	Black-and-White_Fallacy
Freemasonry	Repetition
Freemasonry	Repetition
Freemasonry	Repetition
in the name of the Council	Repetition
destroys the Church	Repetition
smoke of Satan	Repetition
And if He is God, we must give Him the adoration of God	Appeal_to_fear-prejudice
It is impossible to do all this without God’s assistance	Appeal_to_fear-prejudice
Stay in the fight! Keep the Faith. Never surrender!	Slogans
the infallible teachings of Mother Church	Loaded_Language
a mutation, a change, in the Church	Loaded_Language
destruction of the Church	Repetition
the mutation in the Church	Loaded_Language
Impossible!	Loaded_Language
I do have the right to compose this schema because if anything concerns Christian Unity it is religious liberty, and I am the President of the Secretariat for Promoting Christian Unity.”	Appeal_to_Authority
Freemasonry	Repetition
a mutation in the church	Repetition
if the reforms are bad, then it is impossible that the Council is good and all the reforms are bad, because that is the authentic interpretation of the Council by Rome	Causal_Oversimplification
very, very anxious	Loaded_Language
in the name of the Holy See	Loaded_Language
We must tolerate - have tolerance for the error - but never give the same right to error and truth. That is impossible	Black-and-White_Fallacy
impossible	Repetition
he is an infamous Freemason	Name_Calling,Labeling
smoke of Satan	Loaded_Language
the devil is in Rome	Loaded_Language
sensual dancing	Loaded_Language
That is a fact	Repetition
Ay. Impossible. Impossible. No, no, no, no	Loaded_Language
the pope is not man of true conviction	Doubt
if I do that, then I betray my mother, the Church. The Church!	Appeal_to_fear-prejudice
desperate state	Loaded_Language
diabolical debacle	Name_Calling,Labeling
if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church	Appeal_to_fear-prejudice
They said that. They wrote that	Repetition
We were in a very sad, serious situation	Loaded_Language
In the name of the Council	Repetition
I do everything possible for the Council and the Catholics in our country	Flag-Waving
in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution	Appeal_to_fear-prejudice
We must take care, because this change in the church is a liberal change. The liberal principles have entered the Church now, and they destroy the Church	Appeal_to_fear-prejudice
Impossible	Repetition
The authority comes from God. Not from the people. Not from the masses. From God	Repetition
democratic principle	Repetition
in the masses	Repetition
hierarchical	Repetition
That is hierarchy	Repetition
I do not say that	Repetition
the belief	Repetition
No faith	Repetition
They learn nothing now	Repetition
How is it possible that the pope gives the authorization to this change? How is it possible the pope signed this decree? Signed this constitution	Doubt
I don’t know	Repetition
A big mystery	Repetition
I don’t know	Repetition
I don’t know. We don’t know	Repetition
we do not know	Repetition
Not pope	Repetition
I do not know	Repetition
Because if this crisis continues, many people will go to hell	Appeal_to_fear-prejudice
sacrilege	Loaded_Language
That is sacrilege	Repetition
Impossible	Repetition
Against our faith	Repetition
Essential	Repetition
I know him very well	Repetition
That we cannot change	Repetition
The Church is tradition	Repetition
I thank you for your attention	Thought-terminating_Cliches
But Jewish groups on and off campus have denounced the report as flawed, saying it missed the significance of an anti-Semitic text circulated online before Noah Lew was removed from the board last fall	Doubt
a target was placed squarely upon me	Loaded_Language
My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement	Causal_Oversimplification
An outcry	Loaded_Language
anti-Semitic tropes of Jewish people	Name_Calling,Labeling
The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew. It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report	Doubt
absolutely no place for anti-Semitism	Exaggeration,Minimisation
overwhelmingly approved	Loaded_Language
a whitewash	Name_Calling,Labeling
a holy war between Muslims and non-Muslims	Appeal_to_fear-prejudice
"in the application process, he lied to military recruiters about a recent trip he'd taken to Jordan in a failed attempt to make contact with the Islamic State and join a ""real Muslim Army"	Doubt
he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah	Exaggeration,Minimisation
a martyr	Name_Calling,Labeling
In the process, however, he misidentified Hasan as Nidal Hussein and said the shooting happened at Fort Knox in Kentucky. He also said Hasan had died a martyr, though in fact he remains alive on military death row	Doubt
He also sang an Islamic State fight song and recalled making a replica of the group’s flag. He said he wanted to replace his neighbor’s American flag with it	Flag-Waving
Patel agreed to bring it by, but two days later he told the State Department he had accidentally thrown it away in October and needed a new one	Doubt
